,ID,Name,global_id,IsNetObject,OperatingCompany,TypeService,TypeObject,AdmArea,District,Address,PublicPhone,WorkingHours
224,127738,КНИГИ,638443370,нет,,реализация непродовольственных товаров,Магазин «Книги»,Северо-Западный административный округ,район Митино,"город Москва, 3-й Митинский переулок, дом 3",нет телефона,"Часы работы: 10:00-21:00
День недели: понедельник

Часы работы: 10:00-21:00
День недели: вторник

Часы работы: 10:00-21:00
День недели: среда

Часы работы: 10:00-21:00
День недели: четверг

Часы работы: 10:00-21:00
День недели: пятница

Часы работы: 10:00-21:00
День недели: суббота

Часы работы: 10:00-21:00
День недели: воскресенье"
225,119811,КНИЖНЫЙ ЛАБИРИНТ,638443464,да,Книжный лабиринт,реализация непродовольственных товаров,Магазин «Книги»,Северо-Западный административный округ,район Куркино,"Воротынская улица, дом 6",(499) 643-31-71,"Часы работы: 10:00-21:00
День недели: понедельник

Часы работы: 10:00-21:00
День недели: вторник

Часы работы: 10:00-21:00
День недели: среда

Часы работы: 10:00-21:00
День недели: четверг

Часы работы: 10:00-21:00
День недели: пятница

Часы работы: 10:00-21:00
День недели: суббота

Часы работы: 10:00-21:00
День недели: воскресенье"
226,84920,Новый книжный,638444653,да,Новый книжный,реализация непродовольственных товаров,Магазин «Книги»,Северо-Западный административный округ,район Северное Тушино,"город Москва, Планерная улица, дом 7",(495) 782-88-26,"Часы работы: 10:00-22:00
День недели: понедельник

Часы работы: 10:00-22:00
День недели: вторник

Часы работы: 10:00-22:00
День недели: среда

Часы работы: 10:00-22:00
День недели: четверг

Часы работы: 10:00-22:00
День недели: пятница

Часы работы: 10:00-22:00
День недели: суббота

Часы работы: 10:00-22:00
День недели: воскресенье"
227,85239,Книжный лабиринт,638444881,да,Книжный лабиринт,реализация непродовольственных товаров,Магазин «Книги»,Северо-Западный административный округ,район Южное Тушино,"город Москва, Сходненская улица, дом 56",(495) 604-16-59,"Часы работы: 10:00-22:00
День недели: понедельник

Часы работы: 10:00-22:00
День недели: вторник

Часы работы: 10:00-22:00
День недели: среда

Часы работы: 10:00-22:00
День недели: четверг

Часы работы: 10:00-22:00
День недели: пятница

Часы работы: 10:00-22:00
День недели: суббота

Часы работы: 10:00-22:00
День недели: воскресенье"
228,91865,Глобус-пресс XXI,638445422,нет,,реализация непродовольственных товаров,Магазин «Книги»,Северный административный округ,район Аэропорт,"город Москва, Ленинградский проспект, дом 76А",(495) 780-58-30,"Часы работы: 10:00-21:00
День недели: понедельник

Часы работы: 10:00-21:00
День недели: вторник

Часы работы: 10:00-21:00
День недели: среда

Часы работы: 10:00-21:00
День недели: четверг

Часы работы: 10:00-21:00
День недели: пятница

Часы работы: 10:00-21:00
День недели: суббота

Часы работы: 10:00-21:00
День недели: воскресенье"
229,84224,Книжный лабиринт,638450449,да,Книжный лабиринт,реализация непродовольственных товаров,Магазин «Книги»,Северный административный округ,район Левобережный,"город Москва, Правобережная улица, дом 1Б",(495) 745-95-25,"Часы работы: 10:00-22:00
День недели: понедельник

Часы работы: 10:00-22:00
День недели: вторник

Часы работы: 10:00-22:00
День недели: среда

Часы работы: 10:00-22:00
День недели: четверг

Часы работы: 10:00-22:00
День недели: пятница

Часы работы: 10:00-22:00
День недели: суббота

Часы работы: 10:00-22:00
День недели: воскресенье"
230,127183,Читай-город,638450503,да,Читай-город,реализация непродовольственных товаров,Магазин «Книги»,Северный административный округ,район Аэропорт,"город Москва, Ленинградский проспект, дом 62А",(495) 771-60-80,"Часы работы: 09:00-22:00
День недели: понедельник

Часы работы: 09:00-22:00
День недели: вторник

Часы работы: 09:00-22:00
День недели: среда

Часы работы: 09:00-22:00
День недели: четверг

Часы работы: 09:00-22:00
День недели: пятница

Часы работы: 09:00-22:00
День недели: суббота

Часы работы: 09:00-22:00
День недели: воскресенье"
231,128572,"Книги, канцтовары",638451058,нет,,реализация непродовольственных товаров,Магазин «Книги»,Северный административный округ,район Ховрино,"город Москва, Петрозаводская улица, дом 24Б",(495) 451-61-07,"Часы работы: 10:00-20:00
День недели: понедельник

Часы работы: 10:00-20:00
День недели: вторник

Часы работы: 10:00-20:00
День недели: среда

Часы работы: 10:00-20:00
День недели: четверг

Часы работы: 10:00-20:00
День недели: пятница

Часы работы: 10:00-20:00
День недели: суббота

Часы работы: 10:00-20:00
День недели: воскресенье"
232,128430,"Книги, канцтовары",638451074,нет,,реализация непродовольственных товаров,Магазин «Книги»,Северный административный округ,район Ховрино,"город Москва, Петрозаводская улица, дом 24Б",(495) 451-61-07,"Часы работы: 09:00-20:00
День недели: понедельник

Часы работы: 09:00-20:00
День недели: вторник

Часы работы: 09:00-20:00
День недели: среда

Часы работы: 09:00-20:00
День недели: четверг

Часы работы: 09:00-20:00
День недели: пятница

Часы работы: 09:00-20:00
День недели: суббота

Часы работы: 09:00-20:00
День недели: воскресенье"
233,128538,"Книги, канцтовары",638451079,нет,,реализация непродовольственных товаров,Магазин «Книги»,Северный административный округ,район Ховрино,"город Москва, Петрозаводская улица, дом 24Б",(495) 451-61-07,"Часы работы: 10:00-20:00
День недели: понедельник

Часы работы: 10:00-20:00
День недели: вторник

Часы работы: 10:00-20:00
День недели: среда

Часы работы: 10:00-20:00
День недели: четверг

Часы работы: 10:00-20:00
День недели: пятница

Часы работы: 10:00-20:00
День недели: суббота

Часы работы: 10:00-20:00
День недели: воскресенье"
234,132322,Л'Этуаль,638451682,да,Л'Этуаль,реализация непродовольственных товаров,Магазин «Бутик»,Северный административный округ,Хорошёвский район,"город Москва, Хорошёвское шоссе, дом 16, строение 3",(495) 956-45-06,"Часы работы: 10:00-00:00
День недели: понедельник

Часы работы: 10:00-00:00
День недели: вторник

Часы работы: 10:00-00:00
День недели: среда

Часы работы: 10:00-00:00
День недели: четверг

Часы работы: 10:00-00:00
День недели: пятница

Часы работы: 10:00-00:00
День недели: суббота

Часы работы: 10:00-00:00
День недели: воскресенье"
235,86068,Читай-город,638451743,да,Читай-город,реализация непродовольственных товаров,Магазин «Книги»,Северный административный округ,район Левобережный,"город Москва, Фестивальная улица, дом 2Б",(800) 444-84-44,"Часы работы: 10:00-22:00
День недели: понедельник

Часы работы: 10:00-22:00
День недели: вторник

Часы работы: 10:00-22:00
День недели: среда

Часы работы: 10:00-22:00
День недели: четверг

Часы работы: 10:00-22:00
День недели: пятница

Часы работы: 10:00-22:00
День недели: суббота

Часы работы: 10:00-22:00
День недели: воскресенье"
236,38342,Дом книги,638451982,да,Дом книги,реализация непродовольственных товаров,Магазин «Книги»,Северный административный округ,район Коптево,"город Москва, улица Зои и Александра Космодемьянских, дом 31, корпус 1",(495) 450-08-84,"Часы работы: 10:00-20:00
День недели: понедельник

Часы работы: 10:00-20:00
День недели: вторник

Часы работы: 10:00-20:00
День недели: среда

Часы работы: 10:00-20:00
День недели: четверг

Часы работы: 10:00-20:00
День недели: пятница

Часы работы: 10:00-20:00
День недели: суббота

Часы работы: 10:00-20:00
День недели: воскресенье"
237,126810,Читай-город,638452168,да,Читай-город,реализация непродовольственных товаров,Магазин «Книги»,Северный административный округ,район Западное Дегунино,"город Москва, Дмитровское шоссе, дом 89",(499) 906-82-88,"Часы работы: 10:00-22:00
День недели: понедельник

Часы работы: 10:00-22:00
День недели: вторник

Часы работы: 10:00-22:00
День недели: среда

Часы работы: 10:00-22:00
День недели: четверг

Часы работы: 10:00-22:00
День недели: пятница

Часы работы: 10:00-22:00
День недели: суббота

Часы работы: 10:00-22:00
День недели: воскресенье"
238,56920,Журналы,638452350,нет,,реализация непродовольственных товаров,Магазин «Книги»,Зеленоградский административный округ,район Крюково,"город Москва, город Зеленоград, корпус 1627",(000) 000-00-00,"Часы работы: 10:00-22:00
День недели: понедельник

Часы работы: 10:00-22:00
День недели: вторник

Часы работы: 10:00-22:00
День недели: среда

Часы работы: 10:00-22:00
День недели: четверг

Часы работы: 10:00-22:00
День недели: пятница

Часы работы: 10:00-22:00
День недели: суббота

Часы работы: 10:00-22:00
День недели: воскресенье"
239,86563,Читай-город,638452757,да,Читай-город,реализация непродовольственных товаров,Магазин «Книги»,Зеленоградский административный округ,район Силино,"город Москва, город Зеленоград, Крюковская площадь, дом 1",(499) 729-81-90,"Часы работы: 10:00-22:00
День недели: понедельник

Часы работы: 10:00-22:00
День недели: вторник

Часы работы: 10:00-22:00
День недели: среда

Часы работы: 10:00-22:00
День недели: четверг

Часы работы: 10:00-22:00
День недели: пятница

Часы работы: 10:00-22:00
День недели: суббота

Часы работы: 10:00-22:00
День недели: воскресенье"
240,133150,Книжный интернет магазин,638453065,нет,,реализация непродовольственных товаров,Магазин «Книги»,Южный административный округ,Даниловский район,"город Москва, улица Мастеркова, дом 6",(495) 733-91-74,"Часы работы: 10:00-21:00
День недели: понедельник

Часы работы: 10:00-21:00
День недели: вторник

Часы работы: 10:00-21:00
День недели: среда

Часы работы: 10:00-21:00
День недели: четверг

Часы работы: 10:00-21:00
День недели: пятница

Часы работы: 10:00-21:00
День недели: суббота

Часы работы: 10:00-21:00
День недели: воскресенье"
241,136129,Магазин «Пресса»,638453276,нет,,реализация непродовольственных товаров,Магазин «Книги»,Южный административный округ,Даниловский район,"город Москва, Дубининская улица, дом 55, корпус 1, строение 2",(916) 231-75-30,"Часы работы: 07:00-21:00
День недели: понедельник

Часы работы: 07:00-21:00
День недели: вторник

Часы работы: 07:00-21:00
День недели: среда

Часы работы: 07:00-21:00
День недели: четверг

Часы работы: 07:00-21:00
День недели: пятница

Часы работы: 07:00-21:00
День недели: суббота

Часы работы: 07:00-21:00
День недели: воскресенье"
242,75307,Магазин «ЧИТАЙ ГОРОД»,638453637,да,Читай-город,реализация непродовольственных товаров,Магазин «Книги»,Южный административный округ,район Чертаново Северное,"город Москва, Кировоградская улица, дом 9, корпус 4",(495) 315-88-28,"Часы работы: 10:00-21:00
День недели: понедельник

Часы работы: 10:00-21:00
День недели: вторник

Часы работы: 10:00-21:00
День недели: среда

Часы работы: 10:00-21:00
День недели: четверг

Часы работы: 10:00-21:00
День недели: пятница

Часы работы: 10:00-21:00
День недели: суббота

Часы работы: 10:00-21:00
День недели: воскресенье"
243,157674,"Магазин «Канцелярия, книги»",638455276,нет,,реализация непродовольственных товаров,Магазин «Книги»,Южный административный округ,район Нагатино-Садовники,"город Москва, Нагатинская улица, дом 16",(916) 230-16-47,"Часы работы: 10:00-22:00
День недели: понедельник

Часы работы: 10:00-22:00
День недели: вторник

Часы работы: 10:00-22:00
День недели: среда

Часы работы: 10:00-22:00
День недели: четверг

Часы работы: 10:00-22:00
День недели: пятница

Часы работы: 10:00-22:00
День недели: суббота

Часы работы: 10:00-22:00
День недели: воскресенье"
244,141558,Газеты,638455300,нет,,реализация непродовольственных товаров,Магазин «Книги»,Южный административный округ,район Москворечье-Сабурово,"Каширский проезд, владение 10, строение 11",нет телефона,"Часы работы: 09:00-21:00
День недели: понедельник

Часы работы: 09:00-21:00
День недели: вторник

Часы работы: 09:00-21:00
День недели: среда

Часы работы: 09:00-21:00
День недели: четверг

Часы работы: 09:00-21:00
День недели: пятница

Часы работы: 09:00-21:00
День недели: суббота

Часы работы: 09:00-21:00
День недели: воскресенье"
245,98466,Канцтовары,638455644,нет,,реализация непродовольственных товаров,Магазин «Книги»,Южный административный округ,район Орехово-Борисово Северное,"город Москва, Каширское шоссе, дом 61, корпус 3А",(495) 921-31-00,"Часы работы: 10:00-22:00
День недели: понедельник

Часы работы: 10:00-22:00
День недели: вторник

Часы работы: 10:00-22:00
День недели: среда

Часы работы: 10:00-22:00
День недели: четверг

Часы работы: 10:00-22:00
День недели: пятница

Часы работы: 10:00-22:00
День недели: суббота

Часы работы: 10:00-22:00
День недели: воскресенье"
246,136354,Магазин христианской литературы «Сирин»,638455750,нет,,реализация непродовольственных товаров,Магазин «Книги»,Южный административный округ,Даниловский район,"город Москва, Автозаводская улица, дом 19, корпус 1",нет телефона,"Часы работы: 10:00-19:00
День недели: понедельник

Часы работы: 10:00-19:00
День недели: вторник

Часы работы: 10:00-19:00
День недели: среда

Часы работы: 10:00-19:00
День недели: четверг

Часы работы: 10:00-19:00
День недели: пятница

Часы работы: 10:00-19:00
День недели: суббота

Часы работы: 10:00-19:00
День недели: воскресенье"
247,82551,Магазин «Пресса»,638456135,нет,,реализация непродовольственных товаров,Магазин «Книги»,Южный административный округ,район Бирюлёво Западное,"город Москва, Булатниковская улица, дом 2А",(916) 184-77-65,"Часы работы: 10:00-21:00
День недели: понедельник

Часы работы: 10:00-21:00
День недели: вторник

Часы работы: 10:00-21:00
День недели: среда

Часы работы: 10:00-21:00
День недели: четверг

Часы работы: 10:00-21:00
День недели: пятница

Часы работы: 10:00-21:00
День недели: суббота

Часы работы: 10:00-21:00
День недели: воскресенье"
248,86388,Магазин «Детский книжный»,638456778,нет,,реализация непродовольственных товаров,Магазин «Книги»,Южный административный округ,район Чертаново Северное,"город Москва, Варшавское шоссе, дом 95, корпус 1",(495) 685-93-44,"Часы работы: 10:00-22:00
День недели: понедельник

Часы работы: 10:00-22:00
День недели: вторник

Часы работы: 10:00-22:00
День недели: среда

Часы работы: 10:00-22:00
День недели: четверг

Часы работы: 10:00-22:00
День недели: пятница

Часы работы: 10:00-22:00
День недели: суббота

Часы работы: 10:00-22:00
День недели: воскресенье"
249,157589,Книжный магазин «РЕСПУБЛИКА»,638456939,нет,,реализация непродовольственных товаров,Магазин «Книги»,Южный административный округ,Даниловский район,"город Москва, Большая Тульская улица, дом 13",(495) 660-07-26,"Часы работы: 10:00-22:00
День недели: понедельник

Часы работы: 10:00-22:00
День недели: вторник

Часы работы: 10:00-22:00
День недели: среда

Часы работы: 10:00-22:00
День недели: четверг

Часы работы: 10:00-22:00
День недели: пятница

Часы работы: 10:00-22:00
День недели: суббота

Часы работы: 10:00-22:00
День недели: воскресенье"
250,99488,Магазин «Читай-город»,638469137,да,Читай-город,реализация непродовольственных товаров,Магазин «Книги»,Южный административный округ,район Зябликово,"город Москва, Ореховый бульвар, дом 22А",(495) 935-81-54,"Часы работы: 09:00-22:00
День недели: понедельник

Часы работы: 09:00-22:00
День недели: вторник

Часы работы: 09:00-22:00
День недели: среда

Часы работы: 09:00-22:00
День недели: четверг

Часы работы: 09:00-22:00
День недели: пятница

Часы работы: 09:00-22:00
День недели: суббота

Часы работы: 09:00-22:00
День недели: воскресенье"
251,85631,Магазин «Книжный лабиринт»,638469393,да,Книжный лабиринт,реализация непродовольственных товаров,Магазин «Книги»,Южный административный округ,Даниловский район,"город Москва, проспект Андропова, дом 8",(495) 780-00-98,"Часы работы: 10:00-22:00
День недели: понедельник

Часы работы: 10:00-22:00
День недели: вторник

Часы работы: 10:00-22:00
День недели: среда

Часы работы: 10:00-22:00
День недели: четверг

Часы работы: 10:00-22:00
День недели: пятница

Часы работы: 10:00-22:00
День недели: суббота

Часы работы: 10:00-22:00
День недели: воскресенье"
252,147825,Магазин «Книжный лабиринт»,638470727,да,Книжный лабиринт,реализация непродовольственных товаров,Магазин «Книги»,Южный административный округ,район Нагатино-Садовники,"город Москва, Каширское шоссе, дом 14",(495) 723-72-95,"Часы работы: 10:00-22:00
День недели: понедельник

Часы работы: 10:00-22:00
День недели: вторник

Часы работы: 10:00-22:00
День недели: среда

Часы работы: 10:00-22:00
День недели: четверг

Часы работы: 10:00-22:00
День недели: пятница

Часы работы: 10:00-22:00
День недели: суббота

Часы работы: 10:00-22:00
День недели: воскресенье"
253,102820,Магазин «Книжный лабиринт»,638471255,да,Книжный лабиринт,реализация непродовольственных товаров,Магазин «Книги»,Южный административный округ,район Чертаново Южное,"город Москва, Варшавское шоссе, дом 160",(495) 909-97-79,"Часы работы: 10:00-22:00
День недели: понедельник

Часы работы: 10:00-22:00
День недели: вторник

Часы работы: 10:00-22:00
День недели: среда

Часы работы: 10:00-22:00
День недели: четверг

Часы работы: 10:00-22:00
День недели: пятница

Часы работы: 10:00-22:00
День недели: суббота

Часы работы: 10:00-22:00
День недели: воскресенье"
254,99049,Читай-город,638471650,да,Читай-город,реализация непродовольственных товаров,Магазин «Книги»,Южный административный округ,район Чертаново Центральное,"город Москва, Кировоградская улица, дом 13А",(495) 619-25-49,"Часы работы: 10:00-22:00
День недели: понедельник

Часы работы: 10:00-22:00
День недели: вторник

Часы работы: 10:00-22:00
День недели: среда

Часы работы: 10:00-22:00
День недели: четверг

Часы работы: 10:00-22:00
День недели: пятница

Часы работы: 10:00-22:00
День недели: суббота

Часы работы: 10:00-22:00
День недели: воскресенье"
255,144876,Магазин «Читай город»,638471905,да,Читай-город,реализация непродовольственных товаров,Магазин «Книги»,Южный административный округ,район Братеево,"город Москва, улица Борисовские Пруды, дом 26, корпус 2",нет телефона,"Часы работы: 10:00-22:00
День недели: понедельник

Часы работы: 10:00-22:00
День недели: вторник

Часы работы: 10:00-22:00
День недели: среда

Часы работы: 10:00-22:00
День недели: четверг

Часы работы: 10:00-22:00
День недели: пятница

Часы работы: 10:00-22:00
День недели: суббота

Часы работы: 10:00-22:00
День недели: воскресенье"
256,145774,Магазин «Книжный лабиринт»,638472069,да,Книжный лабиринт,реализация непродовольственных товаров,Магазин «Книги»,Южный административный округ,Даниловский район,"город Москва, Автозаводская улица, дом 18",(495) 780-00-98,"Часы работы: 10:00-22:00
День недели: понедельник

Часы работы: 10:00-22:00
День недели: вторник

Часы работы: 10:00-22:00
День недели: среда

Часы работы: 10:00-22:00
День недели: четверг

Часы работы: 10:00-22:00
День недели: пятница

Часы работы: 10:00-22:00
День недели: суббота

Часы работы: 10:00-22:00
День недели: воскресенье"
257,132447,Магазин сувенирной продукции и книг «Белые облака»,638472106,нет,,реализация непродовольственных товаров,Магазин «Книги»,Южный административный округ,Даниловский район,"город Москва, Павловская улица, дом 18, строение 2",(985) 356-98-00,"Часы работы: 09:00-19:00
День недели: понедельник

Часы работы: 09:00-19:00
День недели: вторник

Часы работы: 09:00-19:00
День недели: среда

Часы работы: 09:00-19:00
День недели: четверг

Часы работы: 09:00-19:00
День недели: пятница

Часы работы: 09:00-19:00
День недели: суббота

Часы работы: 09:00-19:00
День недели: воскресенье"
258,97508,Книжный,638472766,нет,,реализация непродовольственных товаров,Магазин «Книги»,Западный административный округ,район Ново-Переделкино,"город Москва, Боровское шоссе, дом 51, строение 1",(495) 731-18-49,"Часы работы: 09:00-22:00
День недели: понедельник

Часы работы: 09:00-22:00
День недели: вторник

Часы работы: 09:00-22:00
День недели: среда

Часы работы: 09:00-22:00
День недели: четверг

Часы работы: 09:00-22:00
День недели: пятница

Часы работы: 09:00-22:00
День недели: суббота

Часы работы: 09:00-22:00
День недели: воскресенье"
259,150472,Б-20а,638473280,нет,,реализация непродовольственных товаров,Магазин «Книги»,Центральный административный округ,Пресненский район,"город Москва, Большая Декабрьская улица, дом 3, строение 1",(495) 788-00-55,"Часы работы: 10:00-21:00
День недели: понедельник

Часы работы: 10:00-21:00
День недели: вторник

Часы работы: 10:00-21:00
День недели: среда

Часы работы: 10:00-21:00
День недели: четверг

Часы работы: 10:00-21:00
День недели: пятница

Часы работы: 10:00-21:00
День недели: суббота

Часы работы: 10:00-21:00
День недели: воскресенье"
260,98165,Комус,638474643,да,Комус,реализация непродовольственных товаров,Магазин «Книги»,Центральный административный округ,Басманный район,"город Москва, улица Земляной Вал, дом 33",(495) 970-15-50,"Часы работы: 10:00-22:00
День недели: понедельник

Часы работы: 10:00-22:00
День недели: вторник

Часы работы: 10:00-22:00
День недели: среда

Часы работы: 10:00-22:00
День недели: четверг

Часы работы: 10:00-22:00
День недели: пятница

Часы работы: 10:00-22:00
День недели: суббота

Часы работы: 10:00-22:00
День недели: воскресенье"
261,96143,Магазин «Печатная продукция»,638476348,нет,,реализация непродовольственных товаров,Магазин «Книги»,Центральный административный округ,Таганский район,"город Москва, Таганская улица, дом 1, строение 1",(916) 144-47-16,"Часы работы: 10:00-22:00
День недели: понедельник

Часы работы: 10:00-22:00
День недели: вторник

Часы работы: 10:00-22:00
День недели: среда

Часы работы: 10:00-22:00
День недели: четверг

Часы работы: 10:00-22:00
День недели: пятница

Часы работы: 10:00-22:00
День недели: суббота

Часы работы: 10:00-22:00
День недели: воскресенье"
262,33809,ДОМ РУССКОГО ЗАРУБЕЖЬЯ,638477118,нет,,реализация непродовольственных товаров,Магазин «Книги»,Центральный административный округ,Таганский район,"город Москва, Нижняя Радищевская улица, дом 2",(495) 915-10-47,"Часы работы: 09:00-21:00
День недели: понедельник

Часы работы: 09:00-21:00
День недели: вторник

Часы работы: 09:00-21:00
День недели: среда

Часы работы: 09:00-21:00
День недели: четверг

Часы работы: 09:00-21:00
День недели: пятница

Часы работы: 09:00-21:00
День недели: суббота

Часы работы: 09:00-21:00
День недели: воскресенье"
263,33934,РОССИЙСКОЕ БИБЛЕЙСКОЕ ОБЩЕСТВО,638477150,нет,,реализация непродовольственных товаров,Магазин «Книги»,Центральный административный округ,район Замоскворечье,"город Москва, Валовая улица, дом 8, строение 1",(495) 940-55-90,"Часы работы: 10:00-21:00
День недели: понедельник

Часы работы: 10:00-21:00
День недели: вторник

Часы работы: 10:00-21:00
День недели: среда

Часы работы: 10:00-21:00
День недели: четверг

Часы работы: 10:00-21:00
День недели: пятница

Часы работы: 10:00-21:00
День недели: суббота

Часы работы: 10:00-21:00
День недели: воскресенье"
264,124757,Республика,638477254,да,Республика,реализация непродовольственных товаров,Магазин «Книги»,Центральный административный округ,Басманный район,"город Москва, Мясницкая улица, дом 24/7, строение 8",(495) 660-07-56,"Часы работы: 10:00-22:00
День недели: понедельник

Часы работы: 10:00-22:00
День недели: вторник

Часы работы: 10:00-22:00
День недели: среда

Часы работы: 10:00-22:00
День недели: четверг

Часы работы: 10:00-22:00
День недели: пятница

Часы работы: 10:00-22:00
День недели: суббота

Часы работы: 10:00-22:00
День недели: воскресенье"
265,124732,Торговля,638477271,нет,,реализация непродовольственных товаров,Магазин «Книги»,Центральный административный округ,район Замоскворечье,"город Москва, Садовнический проезд, дом 6",(910) 419-36-27,"Часы работы: 10:00-21:00
День недели: понедельник

Часы работы: 10:00-21:00
День недели: вторник

Часы работы: 10:00-21:00
День недели: среда

Часы работы: 10:00-21:00
День недели: четверг

Часы работы: 10:00-21:00
День недели: пятница

Часы работы: 10:00-21:00
День недели: суббота

Часы работы: 10:00-21:00
День недели: воскресенье"
266,124736,Кузнецова О.С.,638477274,нет,,реализация непродовольственных товаров,Магазин «Книги»,Центральный административный округ,район Замоскворечье,"город Москва, Садовнический проезд, дом 6",(910) 419-36-27,"Часы работы: 10:00-21:00
День недели: понедельник

Часы работы: 10:00-21:00
День недели: вторник

Часы работы: 10:00-21:00
День недели: среда

Часы работы: 10:00-21:00
День недели: четверг

Часы работы: 10:00-21:00
День недели: пятница

Часы работы: 10:00-21:00
День недели: суббота

Часы работы: 10:00-21:00
День недели: воскресенье"
267,39062,БИБЛИО-ГЛОБУС,638477293,нет,,реализация непродовольственных товаров,Магазин «Книги»,Центральный административный округ,Басманный район,"город Москва, Мясницкая улица, дом 6/3, строение 1",(495) 621-19-47,"Часы работы: 10:00-21:00
День недели: понедельник

Часы работы: 10:00-21:00
День недели: вторник

Часы работы: 10:00-21:00
День недели: среда

Часы работы: 10:00-21:00
День недели: четверг

Часы работы: 10:00-21:00
День недели: пятница

Часы работы: 10:00-21:00
День недели: суббота

Часы работы: 10:00-21:00
День недели: воскресенье"
268,33938,РЕСПУБЛИКА,638477475,да,Республика,реализация непродовольственных товаров,Магазин «Книги»,Центральный административный округ,район Замоскворечье,"город Москва, Стремянный переулок, дом 38",(495) 781-37-87,"Часы работы: 10:00-21:00
День недели: понедельник

Часы работы: 10:00-21:00
День недели: вторник

Часы работы: 10:00-21:00
День недели: среда

Часы работы: 10:00-21:00
День недели: четверг

Часы работы: 10:00-21:00
День недели: пятница

Часы работы: 10:00-21:00
День недели: суббота

Часы работы: 10:00-21:00
День недели: воскресенье"
269,130336,Республика,638478190,да,Республика,реализация непродовольственных товаров,Магазин «Книги»,Центральный административный округ,Тверской район,"город Москва, Цветной бульвар, дом 15, строение 1",(495) 737-77-73,"Часы работы: 10:00-22:00
День недели: понедельник

Часы работы: 10:00-22:00
День недели: вторник

Часы работы: 10:00-22:00
День недели: среда

Часы работы: 10:00-22:00
День недели: четверг

Часы работы: 10:00-22:00
День недели: пятница

Часы работы: 10:00-22:00
День недели: суббота

Часы работы: 11:00-22:00
День недели: воскресенье"
270,89426,Магазин «Пресса»,638478377,нет,,реализация непродовольственных товаров,Магазин «Книги»,Центральный административный округ,Пресненский район,"город Москва, улица Сергея Макеева, дом 13",(495) 926-70-87,"Часы работы: 10:00-20:00
День недели: понедельник

Часы работы: 10:00-20:00
День недели: вторник

Часы работы: 10:00-20:00
День недели: среда

Часы работы: 10:00-20:00
День недели: четверг

Часы работы: 10:00-20:00
День недели: пятница

Часы работы: 10:00-20:00
День недели: суббота

Часы работы: 10:00-20:00
День недели: воскресенье"
271,78242,Рогова Л.В.,638480320,нет,,реализация непродовольственных товаров,Магазин «Книги»,Троицкий административный округ,поселение Вороновское,"город Москва, поселение Вороновское, посёлок ЛМС, микрорайон ""Центральный"", дом 10",(926) 103-31-57,"Часы работы: 10:00-17:00
День недели: понедельник

Часы работы: 10:00-17:00
День недели: вторник

Часы работы: 10:00-17:00
День недели: среда

Часы работы: 10:00-17:00
День недели: четверг

Часы работы: 10:00-17:00
День недели: пятница

Часы работы: 10:00-17:00
День недели: суббота

Часы работы: 10:00-17:00
День недели: воскресенье"
272,80637,Магазин «Дом книги»,638480805,нет,,реализация непродовольственных товаров,Магазин «Книги»,Троицкий административный округ,поселение Троицк,"город Москва, город Троицк, Сиреневый бульвар, дом 2",(495) 851-05-53,"Часы работы: 09:00-20:00
День недели: понедельник

Часы работы: 09:00-20:00
День недели: вторник

Часы работы: 09:00-20:00
День недели: среда

Часы работы: 09:00-20:00
День недели: четверг

Часы работы: 09:00-20:00
День недели: пятница

Часы работы: 09:00-20:00
День недели: суббота

Часы работы: 09:00-20:00
День недели: воскресенье"
273,128158,Книжный Лабиринт,638480922,да,Книжный лабиринт,реализация непродовольственных товаров,Магазин «Книги»,Новомосковский административный округ,поселение Московский,"город Московский, 1-й микрорайон, дом 32А",(495) 357-27-12,"Часы работы: 10:00-22:00
День недели: понедельник

Часы работы: 10:00-22:00
День недели: вторник

Часы работы: 10:00-22:00
День недели: среда

Часы работы: 10:00-22:00
День недели: четверг

Часы работы: 10:00-22:00
День недели: пятница

Часы работы: 10:00-22:00
День недели: суббота

Часы работы: 10:00-22:00
День недели: воскресенье"
